blocks,axes
"[[146.10943634657613, 914.5349129363307, -1000.0057687519285, -2.5327400331842305, 2.026084238825648, 0.0008248320811428786], [146.11885707448226, 914.8760163782548, -999.9999998817417, -2.532773909874987, 2.0195129712566393, 0.0002526507093319012]]","(1:1:12,)"
"[[133.445736180655, 924.6653341304589, -1000.0016445915228, -2.519514626223275, 1.8345044725162807, 0.0011469103040927305], [133.45498752510733, 924.973581234538, -999.998736628195, -2.5196733960284914, 1.828862486695217, 0.0007089473767160482]]","(1:1:12,)"
"[[120.84816304953861, 933.8378564930402, -999.9959100400023, -2.507711667811772, 1.6542773007387823, 0.0015042681543356903], [120.85662054496487, 934.1178936680141, -999.9951918913115, -2.507943473132523, 1.6493719179590132, 0.0011828843294705562]]","(1:1:12,)"
"[[108.30960471047975, 942.1092429967341, -999.9883886992307, -2.4972410318365723, 1.4857600320916742, 0.0018978026569164924], [108.31690317930226, 942.3647532578091, -999.9892774696641, -2.4975012300668022, 1.4812232273376102, 0.0016749092083423456]]","(1:1:12,)"
"[[95.82339955129689, 949.5380431571925, -999.9788996859461, -2.4873388457907977, 1.335792478682197, 0.002325299421139044], [95.82939702896824, 949.7708693944971, -999.9809029236224, -2.487619062643878, 1.331910325262037, 0.0021839139462008906]]","(1:1:12,)"
"[[83.38670532234289, 956.2170055506035, -999.9672731888404, -2.478532004357034, 1.1948319207738882, 0.002785985486222272], [83.39130171574885, 956.4304210208073, -999.9699833538914, -2.4788063577225508, 1.191447131831358, 0.002709511190885441]]","(1:1:12,)"
"[[70.99404530055773, 962.191165154473, -999.9533432614093, -2.470751696010255, 1.0631506798972714, 0.0032764720166360084], [70.9972699271361, 962.3876566799642, -999.9564357979369, -2.4709987162558655, 1.0599724267355255, 0.003250005652859382]]","(1:1:12,)"
"[[58.640286820506454, 967.5069185539593, -999.9369609013261, -2.4634624816541297, 0.9484127012567568, 0.0037919413649079798], [58.64227634585677, 967.6875188136418, -999.9401857696727, -2.46368676286563, 0.9456507717290416, 0.0038029876366219456]]","(1:1:12,)"
"[[46.32297441223581, 972.2489820602431, -999.9180011945016, -2.4570027851594576, 0.8406584178186417, 0.004329869019743784], [46.323842531528626, 972.415772672287, -999.9211708314896, -2.4571949546049496, 0.8382046649834798, 0.004367194014767618]]","(1:1:12,)"
"[[34.03796048643852, 976.4522741493363, -999.8963518494029, -2.451322625098025, 0.7401004991859509, 0.004886291447768999], [34.03786775850388, 976.6067959972044, -999.8993348614157, -2.451474953327946, 0.7377424772111979, 0.004940642148864133]]","(1:1:12,)"
"[[21.781347360948395, 980.152776645266, -999.871920392164, -2.4460530590155325, 0.6542069765594445, 0.005456868999992727], [21.78049299186415, 980.2955083832603, -999.8746316506714, -2.4461756673661146, 0.6521059251403476, 0.005521161342694721]]","(1:1:12,)"
"[[9.551082065870732, 983.4238115280633, -999.844636047164, -2.441405620781968, 0.573632823220718, 0.006039183651226183], [9.549614655033578, 983.5560380089621, -999.8470258439579, -2.4414973067510033, 0.5717228009107425, 0.00610754171193894]]","(1:1:12,)"
"[[-2.655946038039108, 986.2919756441669, -999.8144401289079, -2.4373448849116732, 0.49854645019440336, 0.006630246458751381], [-2.657871878721439, 986.4146520135158, -999.8164881353982, -2.4374042650239938, 0.4966788675110362, 0.006698287913542614]]","(1:1:12,)"
"[[-14.842670462597475, 988.7847078951389, -999.7812888966141, -2.4336689872232817, 0.43464923374746306, 0.007227195721496143], [-14.844893203841407, 988.898046351071, -999.7829966958305, -2.433701098039198, 0.43270974567185466, 0.007291968225257769]]","(1:1:12,)"
